Program,Year,Period,Week Ending,Geo Level,State,State ANSIS,Ag District,Ag District Code,County,County ANSIS,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Sheep Value,CV (%)
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,COLUMBIA,23,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,35,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,DIXIE,29,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,DUVAL,31,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,11,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,HAMILTON,47,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,9,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,LAFAYETTE,67,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,MADISON,79,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,13,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,NASSAU,89,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,16,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,SUWANNEE,121,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,48,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,TAYLOR,123,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,BAY,5,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,CALHOUN,13,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,12,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,ESCAMBIA,33,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,16,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,GADSDEN,39,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,GULF,45,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,HOLMES,59,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,JACKSON,63,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,18,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,12,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,LEON,73,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,14,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,LIBERTY,77,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,OKALOOSA,91,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,18,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,WAKULLA,129,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,WALTON,131,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,26,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,NORTHWEST,10,WASHINGTON,133,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,10,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,BREVARD,9,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,24,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,BROWARD,11,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,27,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,CHARLOTTE,15,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,COLLIER,21,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,DE SOTO,27,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,GLADES,43,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,HARDEE,49,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,24,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,HENDRY,51,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,HIGHLANDS,55,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,30,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,INDIAN RIVER,61,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,14,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,LEE,71,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,23,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,MANATEE,81,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,10,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,MARTIN,85,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,31,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,MIAMI-DADE,86,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,72,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,OKEECHOBEE,93,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,14,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,PALM BEACH,99,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,39,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,SARASOTA,115,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,27.3
CENSUS,2022,END OF DEC,,COUNTY,FLORIDA,12,SOUTHERN,80,ST. LUCIE,111,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,20,27.3
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,BALDWIN,9,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,BIBB,21,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,BLECKLEY,23,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,BUTTS,35,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,CRAWFORD,79,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,(L)
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,DODGE,91,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,GREENE,133,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,11,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,HANCOCK,141,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,HOUSTON,153,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,JASPER,159,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,JOHNSON,167,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,9,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,JONES,169,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,15,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,LAURENS,175,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,MONROE,207,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,12,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,MORGAN,211,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,11,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,NEWTON,217,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,14,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,PEACH,225,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,PULASKI,235,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,PUTNAM,237,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,ROCKDALE,247,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,10,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,TALIAFERRO,265,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,TWIGGS,289,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,WASHINGTON,303,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,WHEELER,309,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,CENTRAL,50,WILKINSON,319,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,BULLOCH,31,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,BURKE,33,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,15,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,CANDLER,43,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,10,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,COLUMBIA,73,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,EFFINGHAM,103,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,EMANUEL,107,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,JEFFERSON,163,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,JENKINS,165,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,MCDUFFIE,189,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,RICHMOND,245,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,SCREVEN,251,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,(L)
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,EAST CENTRAL,60,WARREN,301,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,(L)
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,BARROW,13,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,CHEROKEE,57,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,CLARKE,59,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,COBB,67,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,DAWSON,85,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,FANNIN,111,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,FORSYTH,117,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,FULTON,121,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,11,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,GILMER,123,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,16,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,GWINNETT,135,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,(L)
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,HALL,139,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,23,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,JACKSON,157,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,12,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,OCONEE,219,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,26,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,PICKENS,227,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,TOWNS,281,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,UNION,291,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,WALTON,297,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,16,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,WHITE,311,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,20,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,BANKS,11,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,ELBERT,105,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,11,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,FRANKLIN,119,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,23,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,HABERSHAM,137,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,21,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,HART,147,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,13,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,LINCOLN,181,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,MADISON,195,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,31,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,OGLETHORPE,221,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,19,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,RABUN,241,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,STEPHENS,257,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,10,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHEAST,30,WILKES,317,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,BARTOW,15,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,20,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,CATOOSA,47,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,CHATTOOGA,55,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,DADE,83,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,FLOYD,115,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,23,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,GORDON,129,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,22,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,MURRAY,213,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,PAULDING,223,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,17,39.7
CENSUS,2022,END OF DEC,,COUNTY,GEORGIA,13,NORTHWEST,10,POLK,233,,,0,,SHEEP,"SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,13,39.7
