Program,Year,Period,Week Ending,Geo Level,State,State ANSIP,Ag District,Ag District Code,County,County ANSIP,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Poultry Value,CV (%)
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,NORTH,10,SHOSHONE,79,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,20,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,BLAINE,13,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,22,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CAMAS,25,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,12,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,34,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,GOODING,47,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,48,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,43,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,LINCOLN,63,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,23,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,45,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,164,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,ADA,1,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,267,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,ADAMS,3,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,18,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,BOISE,15,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,26,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,CANYON,27,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,524,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,61,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,GEM,45,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,169,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,OWYHEE,73,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,58,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,PAYETTE,75,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,84,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,VALLEY,85,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,18,9.4
CENSUS,2022,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,70,9.4
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,DE WITT,39,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,26,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,LOGAN,107,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,25,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,25,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MARSHALL,123,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,32,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MASON,125,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,16,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MCLEAN,113,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,84,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MENARD,129,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,20,(L)
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,PEORIA,143,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,79,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,STARK,175,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,27,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,75,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,WOODFORD,203,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,94,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST,50,CHAMPAIGN,19,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,73,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST,50,FORD,53,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,22,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST,50,IROQUOIS,75,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,94,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST,50,KANKAKEE,91,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,74,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST,50,LIVINGSTON,105,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,62,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST,50,PIATT,147,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,33,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST,50,VERMILION,183,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,48,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,37,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,32,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,27,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,41,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,26,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,45,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,25,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,75,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,57,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,27,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,33,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,48,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,74,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,30,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,44,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,BOONE,7,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,60,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,COOK,31,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,22,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,DE KALB,37,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,77,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,22,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,35,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,KANE,89,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,58,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,KENDALL,93,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,41,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,102,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,LAKE,97,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,48,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,232,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHEAST,20,WILL,197,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,145,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,63,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,CARROLL,15,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,39,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,HENRY,73,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,79,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,69,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,LEE,103,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,44,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,MERCER,131,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,27,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,OGLE,141,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,72,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,8,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,52,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,101,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,69,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,114,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,17,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,39,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,19,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,9,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,61,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,20,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,POPE,151,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,26,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,31,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,WABASH,185,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,9,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,69,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHEAST,90,WHITE,193,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,27,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,5,(L)
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,53,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,75,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,52,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,MONROE,133,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,39,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,PERRY,145,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,19,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,6,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,65,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,87,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,UNION,181,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,35,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,29,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,65,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,ADAMS,1,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,54,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,BROWN,9,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,24,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,FULTON,57,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,65,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,HANCOCK,67,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,44,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,HENDERSON,71,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,17,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,KNOX,95,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,58,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,MCDONOUGH,109,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,23,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,SCHUYLER,169,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,10,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST,30,WARREN,187,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,64,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,BOND,5,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,37,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CALHOUN,13,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,11,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CASS,17,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,5,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,38,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,24,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,20,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,87,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,86,15.7
CENSUS,2022,END OF DEC,,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,57,15.7
